@relation electricity-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues

@attribute Feature0 numeric
@attribute Feature1 numeric 
@attribute Feature2 numeric 
@attribute Feature3 numeric 
@attribute Feature4 numeric 
@attribute Feature5 numeric 
@attribute class {positive,negative} 

@data
-0.3487485177194247,6.4625503062865715,-0.2583838948185577,3.5978164230085747,7.2623928558744035,6.440072483642125,negative
2.8527099577932966,6.892235302086552,2.293399084447983,6.884085492265646,6.4434670209913465,9.227072809121958,negative
3.8822796953840326,7.881020309504796,6.186952221497606,-0.0062763001177259525,5.977373975507696,6.287860218544833,negative
8.033025173805344,5.256196946217081,7.57278007399806,6.475478928684771,3.776978365325262,7.551558246266047,positive
5.342003305633561,11.198093061686444,4.18260114561884,1.3017620383862127,8.337872006972557,3.895987103073896,negative
3.813342458733826,7.9647855784413855,2.9027124963817097,1.9874798561056966,5.665099930852453,3.1633102123011496,negative
2.877604665972953,7.2895247472211855,5.60807991987671,0.17328707527276954,12.092486148953537,7.643595277972127,negative
10.89673824598929,2.6740747272710466,5.8431579284422925,5.740932082349727,2.947650522577414,2.2685703214153277,positive
2.8856509078559514,7.409201480635524,3.2728278252985885,6.415051800637142,4.02148777377715,8.766294519653036,positive
10.91007070871098,7.459924780536182,7.371579289207512,5.014993302484154,4.753237209252928,9.950573337911672,positive
8.56167827138534,6.708969359268241,5.91442112246772,8.081358837726748,0.6195744818692401,7.023012653570753,positive
3.4528457315875505,5.957927639829719,0.13576591908201285,6.283247527705081,8.712538142874253,4.535550952136379,negative
10.287260081397811,3.315844672216102,4.750432846035532,9.364631097698759,3.452659846270839,7.238866690851486,positive
7.465694410118194,6.794535039842756,7.015483797617909,10.015339166551712,0.3976753068985277,6.362291722540359,positive
0.920507884914739,5.776047125772865,4.6278716847057915,1.1055419084928069,6.001990166645397,5.853397547057909,negative
3.0256547355845296,8.725440030198929,3.221207094138704,6.006307174764222,6.417099318059613,5.471807110748729,negative
1.8573420613451117,3.4401941461824417,4.932004378722161,1.6665228296528705,5.578854878080515,5.815666494559918,negative
1.4214596232533288,8.148804846355267,-2.143312070558461,-0.4287459111946812,6.11420712357962,6.02894748444309,negative
5.02229846582218,8.484116128586944,2.1974703054259326,1.5394134357098257,5.931567523967873,6.774509785042549,negative
3.185420734900863,6.049438548695884,3.001574778270017,3.5922954291094573,7.98269666753417,7.2593301650979445,negative
1.760317882537895,5.179400391528398,3.730238729061871,3.2065575965051947,7.724890369457405,3.5315638723917373,negative
2.9139334683366336,4.366939603453552,1.0388204158651022,1.0416240560079462,4.677575628355566,7.325542750795941,negative
7.988268239393579,9.05189845529555,5.233322438432584,9.904929083669579,5.119491469202208,8.095005520603001,positive
1.6540029989723786,7.131430397963289,2.185162611745875,1.297036077416806,5.904511664791007,8.053796667664233,negative
1.9941773808388112,6.03525634239767,1.8871082526171141,0.9742521974546827,10.259238426357731,8.869947065150079,negative
5.575383771170699,9.350959888697588,5.737441921611667,10.765285928645296,2.3773388468837484,6.1245841677015775,positive
2.472620378422469,9.25811409523093,0.1476302523082893,0.6052185962802039,8.506669958450864,8.62530755063917,negative
5.431587024408879,8.79390579062892,1.5734928865878546,3.3759851022824767,9.357335570438524,0.97965723738925,negative
3.198233232388756,8.157345216892656,3.940472343382559,-0.324917014692617,8.629538030812839,8.328554916974547,negative
4.24084165479479,6.455080399249361,2.4681021859817425,6.593537731918504,2.468349632886211,3.9914668734359218,positive
6.040153272396767,4.16478489401999,8.011955889511437,7.520011387156294,3.7159691440762646,3.1094135214718293,positive
8.913420527838202,5.208488547808061,3.5660747955617293,9.532763282602225,3.2739079701140525,7.291486036044071,positive
7.545422461080602,0.15265504784741957,3.104759823981446,8.238435682484853,2.904093008908482,11.054456114060976,positive
2.5089430342153993,7.321353118717773,2.1897614540599197,2.0848442320718092,7.214578421447045,5.521276867002861,negative
0.7812205228273323,5.076275340241413,4.5420823531404695,-0.7116512865996669,7.9599231007360975,6.652355932932593,negative
4.933734653009644,6.581173447668373,5.711276079984584,1.714189555187251,7.561856420338726,2.996489480084041,negative
1.1050586682413934,6.693268728522753,0.6608735107429675,5.463351435664553,9.006678289549022,6.4368923898618835,negative
5.962846560760617,2.1663361932021328,8.58342431544056,6.001510754441864,7.720633827317378,8.207425768713792,negative
