0.396088,0.635169,-0.108148,0.464669,-0.025325,0.486401,0.817214,class2
0.703354,0.713793,0.28714,0.424907,0.027686,1.010833,0.06773,class2
0.789615,0.42175,0.753359,0.353319,-0.042008,0.785567,0.090041,class2
0.127955,0.647162,0.530721,-0.017688,0.562272,0.606992,0.487213,class2
0.742696,0.543024,-0.052066,0.627704,0.508263,0.27544,0.800052,class2
0.384026,0.398076,0.27499,0.747975,-0.012622,0.258842,0.851001,class2
0.411568,0.516397,0.988466,0.091838,0.14273,0.94521,0.435662,class2
0.182684,0.402652,0.339487,0.06911,0.602428,0.527823,0.564439,class2
-0.012012,0.587697,0.434914,0.213705,0.723599,0.775872,0.372675,class2
0.105244,0.745016,0.381257,0.314234,0.836421,0.861203,0.428349,class2
-0.037859,0.452923,1.218529,0.3458,-0.188156,0.300954,0.233723,class2
0.161961,0.667974,0.561796,0.061043,0.590846,0.599787,0.471329,class2
0.724127,1.009247,0.19737,0.359241,0.484611,-0.00723,0.538896,class2
0.013058,0.738833,0.582623,0.168937,0.559097,0.504313,0.579786,class2
0.740729,0.485302,0.820036,0.105693,0.147763,0.738249,0.527998,class2
0.789411,-0.097008,0.423089,0.029649,0.969958,0.101349,0.883368,class2
1.147508,0.669171,0.170012,0.560564,0.438412,0.634319,0.959824,class2
0.39255,0.205236,-0.109886,0.726946,0.347253,0.94045,0.644368,class2
0.653067,0.570622,0.827981,0.344393,0.487291,0.070318,0.920721,class1
0.812977,0.402456,0.719642,0.06955,0.405736,0.874062,0.688586,class2
0.502011,0.407413,0.747023,0.3264,0.285564,0.725073,0.323684,class2
0.317743,0.935905,0.180537,0.952825,0.430935,0.301156,0.78024,class2
0.193237,0.310681,0.074351,0.609325,0.101121,0.957921,0.654037,class2
0.05018,0.583461,0.851717,0.228422,0.151747,0.964387,0.233072,class2
0.143134,0.56762,0.53438,-0.013555,0.515576,0.646621,0.422335,class2
0.054273,0.578355,0.853399,0.225982,0.152889,0.964111,0.23562,class2
0.562138,0.532021,0.14822,0.687622,0.323487,0.402384,0.615278,class2
0.770323,0.444988,0.730156,0.034192,0.228339,0.818178,0.595328,class2
0.493669,0.900951,1.352347,0.058279,1.445455,0.295447,0.232786,class2
0.655919,0.406584,0.774531,0.010633,0.268476,0.906051,0.300599,class2
0.926463,0.572948,0.783951,0.200292,0.257915,0.721517,0.556555,class2
0.811953,0.918921,0.66716,0.643503,0.405788,0.478027,0.610704,class2
0.770165,0.069197,0.53694,-0.052364,0.841452,0.075738,0.906764,class2
1.176912,0.200636,1.223421,0.740283,0.257428,1.061882,0.548258,class2
0.607832,0.617773,0.823294,0.171408,0.267825,1.033358,0.371654,class2
0.523954,0.454786,0.108633,0.714466,0.763057,0.762242,0.125057,class2
0.842231,0.211988,0.046876,0.550434,0.499121,0.144175,0.324041,class2
0.738514,0.384851,0.663878,-0.034145,0.229443,0.878351,0.646285,class2
0.664752,0.752301,0.214659,0.39456,0.034053,1.01518,0.00764,class2
0.219514,0.913764,0.038828,0.756922,0.233738,0.060659,0.501256,class2
1.067466,-0.10837,0.386799,0.311712,0.74506,0.444379,0.603244,class2
0.183914,0.183558,0.377566,0.520755,0.70013,0.77602,0.331147,class2
-0.01079,0.610383,0.44799,0.237973,0.657876,0.844764,0.357691,class2
-0.082806,0.689366,0.462921,0.281074,0.608179,0.641486,0.316706,class2
0.139543,0.811694,0.441858,0.048539,0.447216,0.554121,0.447829,class2
0.812727,0.919192,0.666465,0.643281,0.406594,0.477905,0.60954,class2
0.706108,0.699987,0.203601,0.435773,0.07179,0.963312,0.012322,class2
1.176453,0.48146,1.157906,1.004427,0.422974,1.515109,0.482422,class2
-0.010145,0.625054,0.43788,0.251118,0.610997,0.671113,0.245423,class2
0.702294,0.103713,0.42906,-0.092453,0.913454,0.140743,0.826206,class2
0.303407,0.723571,1.49003,-0.429484,0.418371,0.144036,0.108175,class2
0.619101,0.712245,0.170328,0.726825,0.28003,0.3006,0.659817,class2
0.544281,0.562582,0.945359,0.153366,0.271114,1.006829,0.287102,class2
0.812277,0.919163,0.666705,0.642948,0.406195,0.478237,0.610177,class2
0.238679,0.907625,0.122097,0.772262,0.09,0.152846,0.526532,class2
0.177186,0.911472,0.089395,0.814302,0.16816,0.114693,0.500463,class2
0.045989,0.590387,0.459456,0.258031,0.672276,0.818548,0.330495,class2
0.900637,0.031932,0.380841,1.183532,0.720283,0.812347,0.16624,class1
0.17079,0.814841,-0.071806,0.890919,-0.01143,0.205357,0.388587,class2
0.702869,0.683113,0.250848,0.450072,0.108339,1.007988,-0.023708,class2
-0.472633,0.484376,0.114729,-0.615786,1.170486,-0.373543,1.61964,class2
0.552106,0.156234,0.340109,0.324025,-0.030289,0.625511,0.780724,class1
-0.029552,-0.037543,0.210094,0.633962,0.68097,1.048146,0.447873,class2
0.877955,0.42645,0.680287,0.134435,0.599433,0.493236,0.441207,class2
0.539516,0.255447,0.300244,0.904467,-0.06389,1.072755,0.971018,class2
0.810143,0.418426,0.687963,0.092933,0.223105,0.822966,0.61766,class2
0.208634,0.405251,0.388615,0.12917,0.378166,0.675708,0.52409,class2
0.675259,0.11961,0.886913,0.217885,0.038142,0.723314,0.461925,class2
0.227957,0.03772,0.316229,0.562616,0.535466,0.722575,0.082995,class2
0.829707,0.212401,0.323546,0.830673,0.253542,0.994031,0.906107,class1
-0.046357,0.721789,0.56943,0.202564,0.747818,0.950151,0.408804,class2
0.51698,0.080928,0.540514,0.169338,0.194018,0.609641,0.732381,class1
0.425955,-0.355146,0.653618,0.503585,0.066231,0.718865,0.691893,class2
0.548533,0.422569,0.201047,0.613634,0.212957,0.548628,0.695001,class2
0.333146,0.900918,1.022277,-0.001242,0.325323,0.125034,0.428827,class2
0.766027,0.315063,0.851467,0.008089,0.94368,0.954974,0.081803,class2
0.734727,0.22101,0.849217,0.040721,0.950021,0.962258,-0.001153,class2
0.394593,0.299575,0.187069,0.196948,0.613465,0.462255,0.015918,class2
0.751579,0.921554,0.162281,0.411659,0.097061,0.141737,0.50041,class2
0.601583,0.722603,0.238961,0.345258,0.601639,0.265945,0.471561,class2
0.466477,0.596816,1.009993,0.063666,0.276758,0.892496,0.425273,class2
0.610465,0.80464,0.195969,0.067572,0.653631,0.410014,0.297952,class2
1.353633,-0.543149,-0.024718,0.689931,0.871317,0.740724,0.487181,class1
0.146251,1.223685,0.916069,0.316658,0.600694,0.129446,0.53362,class2
0.969838,-0.06722,0.605124,0.847474,0.600711,0.605441,1.07377,class1
0.30848,1.034835,0.919302,-0.037141,0.231187,0.073976,0.352727,class2
-0.085283,0.750628,0.596346,0.415497,0.695472,0.832703,0.284281,class2
0.71826,0.008307,0.488579,-0.022314,0.765281,0.050758,0.901413,class2
0.571186,0.83583,0.80592,0.192819,0.566171,-0.083537,0.514714,class1
0.356181,0.401714,0.930632,0.132685,0.207136,1.208865,0.459583,class2
0.787341,0.062149,0.554535,0.072834,0.846423,0.072547,0.782487,class2
-0.012984,0.586553,0.462168,0.266591,0.703543,0.845352,0.344358,class2
0.48526,0.106085,0.861195,0.351986,0.2145,0.954496,0.574786,class2
0.653164,0.03678,0.47275,-0.065945,0.767398,0.166895,0.852901,class2
0.782688,0.658256,0.762164,0.767354,1.024178,0.561869,0.699031,class1
0.623203,0.520853,0.665446,-0.038526,0.54122,0.740454,0.587405,class2
0.021608,0.774466,-0.08346,0.895779,0.160046,0.259407,0.643891,class2
0.87477,0.73036,0.007895,1.038674,0.329617,-0.220911,0.35445,class2
0.551514,0.242114,0.651983,0.455806,0.271952,1.054027,0.340523,class2
0.222297,0.41756,0.499064,0.449099,0.496151,-0.044206,0.551207,class2
0.647848,0.627509,0.700745,0.092757,0.165747,0.797738,0.753288,class2
0.039642,0.580555,0.86091,0.222456,0.124132,0.976615,0.218027,class2
0.397579,1.398424,1.037662,0.596365,0.75073,0.502677,-0.131902,class2
0.812106,0.919107,0.666847,0.643038,0.406241,0.47799,0.610274,class2
0.812201,0.918194,0.667726,0.643602,0.405651,0.479317,0.611401,class2
