@relation 'generators.RandomRBFGenerator -a 7 -n 25'

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute class {class1,class2}

@data

0.797765,0.310764,0.377245,0.443071,0.539642,0.50626,0.888067,class1
0.21995,-0.058881,0.383346,0.836424,0.639663,0.106543,0.77123,class1
0.511205,0.066873,0.409,0.345087,0.581657,0.72891,0.112762,class1
0.42879,0.30352,0.926627,0.598514,0.194569,0.446785,0.971264,class1
0.454304,0.879291,0.173301,0.454909,0.840876,0.424899,0.015618,class1
0.193836,0.043717,0.457576,0.730405,0.746884,0.162787,0.701135,class1
0.782445,0.107913,0.513637,0.525303,0.347354,0.449467,0.708077,class1
0.216608,0.704064,0.773794,-0.030931,0.477516,0.778763,0.095845,class1
0.150186,0.688821,0.802392,0.002828,0.532938,0.727486,0.133239,class1
0.835122,0.015122,0.437342,0.556238,0.422317,0.566563,0.654563,class1
0.472469,0.957001,0.222338,0.341123,0.894226,0.590719,0.557742,class1
1.168733,0.864265,1.102588,0.527018,0.115817,1.356954,-0.449066,class1
0.147665,0.688569,0.797022,-0.002128,0.515424,0.743467,0.147529,class1
0.924127,0.498912,0.503341,0.419295,0.300718,0.720897,0.974087,class1
0.167512,0.237028,0.911684,0.604003,0.714419,0.083731,0.970627,class2
0.714063,1.159062,0.539554,0.327783,0.532583,0.300355,0.272336,class1
0.167655,0.232577,0.952939,0.555162,0.199387,0.659591,0.731801,class1
0.872917,0.118095,0.556353,0.467728,0.331637,0.356871,0.652925,class1
-0.380874,0.862853,-0.361332,2.05262,0.239314,-0.647686,0.914907,class1
0.56285,0.837801,0.088768,0.311109,0.893557,0.610927,0.507433,class1
0.780596,0.241071,0.170223,0.458752,0.84014,0.587423,0.656512,class1
1.185745,0.145397,0.357366,0.806847,0.594766,0.723641,0.548704,class1
0.93354,0.384704,-0.253936,0.546905,0.881578,0.632265,1.04848,class1
0.776767,-0.034809,-0.101878,1.389159,1.040614,0.993855,0.906662,class1
0.407667,0.098865,0.06037,0.757789,0.891764,0.756971,0.984639,class1
0.293135,0.087671,0.535834,0.647737,0.496494,0.156089,0.480721,class1
0.318618,0.760944,0.658308,0.656837,0.18226,0.89258,0.059071,class1
0.708337,0.427118,0.47494,0.372846,0.338783,0.087459,-0.257324,class1
0.747533,0.242223,0.194282,0.497481,0.857756,0.616654,0.6767,class1
0.770275,0.184366,0.526768,0.646496,0.348918,0.355467,0.599734,class1
0.177359,0.374581,0.335392,0.878695,0.390716,0.710333,0.430248,class1
0.885785,0.533873,0.48351,0.457751,0.298485,0.718451,0.926587,class1
0.341291,0.215861,0.571663,-0.078669,0.86555,0.241685,-0.542661,class1
0.741245,0.244774,0.06836,0.537696,0.837175,0.57979,0.703825,class1
0.954324,0.433607,0.42494,0.060254,0.752143,1.311067,0.508878,class1
0.046249,-0.015841,0.491071,0.680713,0.629912,-0.040993,0.707968,class1
0.849228,0.287858,0.322029,0.352455,1.059948,0.098329,1.047631,class2
0.802343,0.151046,0.533293,0.504378,0.370187,0.455067,0.726778,class1
0.536285,1.00139,0.316386,0.308779,0.780627,0.176613,0.088369,class1
0.139775,0.695403,0.804218,0.006255,0.523142,0.742937,0.141963,class1
0.612163,0.449232,0.929356,0.654584,0.158895,0.550821,0.614803,class1
0.439312,0.939385,0.07008,0.408901,0.796228,0.421819,0.67212,class1
0.531492,0.351958,0.593398,0.148377,1.003174,-0.112759,0.474922,class2
0.620036,-0.015263,0.517254,0.851872,0.760139,0.379419,0.577667,class2
0.623139,0.527919,0.201504,0.591388,0.749201,0.374211,0.309404,class1
0.93864,0.18967,0.182955,0.41733,1.014815,0.369146,0.669547,class1
0.356319,-0.188763,0.539389,0.613829,0.885392,0.073766,0.667224,class1
0.321594,0.08115,0.396374,0.976465,0.497476,0.205435,0.671318,class1
0.105747,-0.152016,0.614795,0.863767,0.591921,0.1224,0.856543,class1
1.346152,0.262167,0.185717,0.269688,0.195666,0.968538,0.842477,class1
0.862555,0.532195,0.736263,0.485804,0.087056,0.728495,0.86476,class1
0.702228,0.097651,0.266855,0.611024,1.003544,0.730363,0.784293,class1
0.181817,1.243487,0.997092,0.177893,0.46317,1.048922,0.256504,class1
0.443541,0.961078,0.061917,0.375286,0.773145,0.521172,0.668809,class1
0.098141,0.620717,0.860999,0.035482,0.512798,0.764513,0.150695,class1
0.896406,0.19203,0.404617,0.645019,0.486833,0.369584,0.673524,class1
0.088498,0.512985,0.230208,0.717014,0.304363,0.765922,0.519507,class1
0.179075,0.653917,0.838694,0.046123,0.481759,0.737825,0.194057,class1
0.408175,0.908076,0.26358,0.378472,0.822646,0.686003,0.467164,class1
0.238461,0.778685,0.702625,0.056222,0.457361,0.742214,0.108494,class1
0.583252,0.969595,0.276178,0.371644,0.895613,0.301189,0.044717,class1
0.570256,0.438632,0.654397,0.545043,0.309454,0.730312,0.023616,class1
0.433208,0.933941,0.110195,0.364914,0.917228,0.519792,0.579347,class1
0.955089,0.548099,0.425335,0.360688,0.270264,0.778659,1.016377,class1
0.739815,0.202907,0.024582,0.87896,0.692011,0.5622,1.078453,class2
0.261627,0.766595,0.685324,0.598151,0.148924,0.882536,0.051091,class1
0.166741,0.961742,0.751876,0.927887,-0.187506,0.7783,0.397529,class1
0.274771,0.013687,0.159097,0.731981,1.046509,0.505869,0.869828,class2
0.724355,0.194357,0.209575,0.45882,0.856322,0.563829,0.645751,class1
0.598619,0.58676,0.53454,0.297181,0.364125,0.523949,0.378632,class1
0.489701,0.904371,0.149666,0.377941,0.863869,0.541552,0.576639,class1
0.831627,0.111999,0.544388,0.557455,0.386747,0.476163,0.694231,class1
0.086672,0.354838,0.11871,0.914156,0.48114,0.896487,0.595032,class1
0.720233,0.721393,0.268578,0.616761,0.057117,0.595688,0.158183,class2
0.857729,0.078244,0.545496,0.552832,0.383185,0.410327,0.681056,class1
0.237046,0.022615,0.430504,0.873149,0.809054,0.0495,0.72055,class1
0.796081,0.157189,0.589061,0.540528,0.420692,0.495318,0.65971,class1
0.712415,0.285435,0.202461,0.479167,0.812411,0.605919,0.611411,class1
0.584845,0.951086,0.25226,0.369088,0.889606,0.298548,0.039557,class1
0.127692,0.725286,0.830009,-0.020403,0.538274,0.768214,0.181827,class1
0.210073,0.369076,0.375666,1.247629,-0.183381,1.305282,-0.451727,class1
0.426539,0.337122,0.589786,0.424468,0.889071,-0.032205,0.710724,class2
0.756003,0.132699,0.537891,0.508964,0.329923,0.399809,0.708242,class1
1.178067,0.399926,0.693735,0.430972,0.424264,0.899599,1.170898,class1
0.194023,0.039849,0.411183,0.792064,0.747332,0.06412,0.747674,class1
0.555792,0.949434,0.637998,0.551603,0.910144,0.463433,0.158765,class1
-0.670653,1.514887,1.09236,0.351823,0.337902,0.952689,0.881985,class1
0.01988,0.960112,0.3183,0.307178,0.201486,0.736082,0.304642,class1
0.850613,0.164146,0.524576,0.509916,0.315774,0.423573,0.73444,class1
1.331745,0.40201,0.500649,0.213749,0.719095,0.473278,0.179128,class1
0.160513,0.702133,0.782034,0.05172,0.507369,0.70615,0.190135,class1
0.492014,0.946704,0.174809,0.353151,0.830575,0.506546,0.598145,class1
0.50072,0.081707,0.399907,0.336918,0.568027,0.722291,0.131485,class1
0.305906,0.736036,0.665753,0.604808,0.172138,0.828146,0.027014,class1
0.219944,0.378683,0.335183,0.83684,0.411624,0.667281,0.485043,class1
0.858763,0.77462,0.115566,0.582575,0.040634,0.689807,0.248357,class2
0.487035,0.913898,0.159384,0.369033,0.864456,0.539289,0.583363,class1
0.873751,0.484462,0.383056,0.405509,0.197283,0.722431,0.917729,class1
0.405175,0.820536,0.854221,0.922592,-0.053155,0.935021,0.263561,class1
0.216607,0.253465,0.404637,0.700912,0.404061,0.814595,0.456922,class1
0.71654,0.487436,0.824579,0.785747,0.27055,0.505301,0.689466,class1
0.906691,0.230044,0.164631,0.485766,0.917063,0.501497,0.69513,class1
0.38589,0.764194,0.74994,0.276789,0.494828,0.928021,0.980235,class1
0.721649,0.565353,0.104359,0.216738,0.773926,0.457788,0.527658,class1
0.732333,0.163403,0.128402,0.499194,0.863807,0.683661,0.643325,class1
0.594032,0.400511,0.945961,0.80872,0.102051,0.509943,0.564854,class1
0.116931,0.674231,0.829208,-0.018755,0.504464,0.727503,0.142824,class1
0.448192,0.229605,0.131952,0.582769,0.250933,0.952575,0.548185,class1
1.120562,0.62083,0.167105,0.139966,0.173822,0.61276,-0.14171,class1
0.164182,0.076061,0.444957,0.94198,0.906368,-0.101637,0.599268,class1
0.283851,-0.296185,0.075288,0.998797,0.644529,0.325649,0.649512,class1
0.862437,-0.146518,0.591949,0.323549,0.487402,0.658666,0.782666,class1
0.84795,0.062621,0.681568,0.594507,0.425731,0.539714,0.685288,class1
0.971001,0.976508,0.226387,0.358674,1.059114,0.401583,0.059107,class1
0.781704,0.130137,0.516951,0.547319,0.358887,0.467051,0.718327,class1
0.603364,0.96637,0.195162,0.410343,0.762145,0.653619,0.536896,class1
0.360038,0.362456,0.139407,0.769826,0.519797,1.014921,0.787878,class2
0.783333,0.120126,0.451568,0.504747,0.377467,0.467702,0.645723,class1
-0.008517,0.935426,-0.394627,0.494325,1.543292,-0.140155,0.235451,class1
0.650678,0.001225,0.543779,0.825004,0.733817,0.362488,0.559683,class2
1.701516,-0.577252,1.357687,0.039618,0.675995,1.290081,0.222611,class1
0.62859,0.0891,0.455118,0.872267,0.799787,0.404753,0.508896,class2
0.915606,-0.051668,0.455177,0.667981,0.469221,0.259722,0.619511,class1
0.130136,0.071676,0.373003,0.780108,0.739576,0.130968,0.732525,class1
0.372173,0.309035,0.466918,0.307612,0.699117,0.210883,0.52326,class2
1.163302,1.360834,0.530086,0.97134,1.337948,-0.177764,-0.041653,class1
0.601138,-0.103579,0.716156,0.646902,0.351416,0.593924,0.640976,class1
0.602448,0.821721,0.160276,0.446401,-0.193009,0.636512,0.006333,class2
0.196233,0.031566,0.348924,0.855397,0.657644,0.183019,0.709953,class1
0.417884,0.119949,-0.237348,0.325225,0.38236,0.872119,1.022737,class1
0.610012,0.589212,0.095319,0.104104,1.079941,0.008447,0.434498,class2
0.794,0.508348,0.372512,0.270121,0.515533,0.517167,0.711462,class1
0.149918,0.047318,0.376335,0.792639,0.707181,0.112728,0.758143,class1
1.256554,1.032267,-0.009037,0.789152,1.224723,-0.140689,0.681962,class1
0.326981,0.10184,0.716736,-0.116596,0.220493,0.295672,0.712829,class1
0.130779,0.148806,0.486588,0.879092,0.535267,0.028176,0.660639,class1
1.049778,0.574905,0.642673,0.418431,0.255414,0.919598,0.832224,class1
0.629267,0.405356,0.863443,0.728029,0.285794,0.451479,0.776793,class1
0.11466,0.566971,0.98325,-0.002501,-0.006258,0.41863,0.342997,class1
0.612057,-0.030057,0.494382,0.158909,0.038357,0.67905,0.228193,class1
0.056008,0.092126,0.578925,1.124579,0.028953,0.480654,0.602947,class2
0.143181,-0.122988,0.9898,1.011333,-0.17472,0.162448,0.209019,class1
0.163592,0.669452,0.759891,-0.002826,0.524405,0.722733,0.100642,class1
0.782134,0.252248,0.188659,0.429528,0.840989,0.598193,0.622553,class1
0.698823,0.382539,0.447261,0.393817,1.038489,0.398236,0.627436,class1
-0.029547,-0.18789,0.258602,0.489902,0.938285,0.116252,0.99269,class1
0.49596,-0.070266,0.563803,0.551965,0.312944,1.019398,0.714117,class1
0.136423,0.115173,0.301498,0.713487,0.707043,0.082813,0.669332,class1
0.790981,0.778168,0.230446,0.588805,0.037446,0.740044,0.167441,class2
0.76773,0.200586,0.630955,0.537864,0.381747,0.513688,0.737969,class1
0.743423,0.105605,0.534077,0.511373,0.315564,0.435606,0.666996,class1
0.9655,0.070674,0.750591,0.618596,0.221854,0.270578,0.662072,class1
0.729953,0.156856,0.498966,0.418748,0.283306,0.437837,0.71013,class1
0.839431,-0.017554,-0.070831,0.239708,1.108749,0.49659,0.534618,class1
0.156795,0.714512,0.806237,-0.005565,0.520442,0.761938,0.148143,class1
0.02032,-0.092021,0.317328,0.761709,0.546592,-0.155282,0.595474,class1
0.823936,0.137578,1.034916,0.576291,-0.0603,0.501665,0.655042,class1
1.424425,0.627403,0.138449,0.749468,0.455956,0.893351,1.198701,class1
0.474598,1.034617,0.23717,0.529813,0.876316,0.415787,0.731366,class1
0.490054,0.917979,0.159625,0.367664,0.862689,0.540629,0.587145,class1
0.163117,0.283459,0.234979,0.976085,0.551697,0.874455,0.366566,class1
0.837209,0.123005,0.504779,0.54274,0.382832,0.480413,0.72012,class1
0.431538,1.161771,0.160678,0.212373,0.987494,0.35026,-0.110228,class1
0.549036,0.926206,0.281828,0.38193,0.974987,0.469405,0.522293,class1
0.5805,0.892156,0.428226,1.566184,0.833432,0.778731,0.582958,class1
0.329825,0.216394,0.043108,0.867167,0.594765,0.729072,0.839507,class2
0.720447,0.399596,0.200107,1.054376,0.050641,0.365083,0.527452,class1
0.294862,0.826023,0.811163,0.706689,-0.019319,0.926669,-0.147455,class1
0.693351,0.233349,0.091475,0.41377,0.815194,0.513472,0.65441,class1
0.861761,0.039989,0.48261,0.50487,0.402671,0.430457,0.678961,class1
-0.530536,-0.016869,1.14588,0.924842,0.504599,1.358971,0.390988,class2
0.908869,0.559012,0.483642,0.434255,0.354141,0.715129,1.00079,class1
0.967348,0.619685,0.366365,0.734596,-0.169291,0.330768,0.257187,class2
-0.016955,0.126754,0.798142,0.879979,0.514662,1.329807,1.077428,class1
1.3757,-0.041084,-0.106647,-0.182748,1.563683,0.274265,0.019188,class1
1.588834,0.135125,0.122042,0.403789,-0.264016,1.441501,0.856048,class1
0.754247,0.264073,0.083035,0.355928,0.897405,0.721893,0.690166,class1
0.539467,0.903122,0.119712,0.326788,0.911765,0.515401,0.574502,class1
0.258761,0.410953,0.386263,0.843652,0.349986,0.713272,0.529114,class1
0.071656,0.105938,0.464144,0.665441,0.652186,0.206455,0.875804,class1
0.124792,1.150892,-0.582708,0.479347,0.114569,0.21312,0.620892,class1
0.444326,0.449643,0.349458,-0.149299,1.663766,-0.713965,0.719043,class1
0.252305,0.400268,0.40614,0.885189,0.446637,0.658497,0.523439,class1
-0.03793,-0.126773,0.205605,0.973808,0.539128,0.365363,0.926519,class1
0.83437,0.770186,0.239384,0.672296,-0.005197,0.609872,0.250265,class2
0.543295,0.990449,0.212032,0.332823,0.813029,0.968865,0.301678,class1
0.10144,0.449469,0.524975,0.832108,0.41895,0.681107,0.474735,class1
-0.158322,0.42548,-0.412609,0.645636,0.116258,0.610576,-0.914615,class1
0.296053,0.513442,0.934668,0.689971,0.106763,0.778396,0.92282,class1
0.493438,1.039562,0.272083,0.286957,0.769753,0.461256,0.487896,class1
0.907052,0.821049,0.010481,0.898572,1.063144,0.171217,0.647274,class1
0.553362,0.440472,0.899684,0.664005,0.288924,0.498545,0.798137,class1
1.143948,0.809827,0.390791,0.472268,-0.355908,0.766344,0.696886,class1
0.772584,0.254735,0.166041,0.435719,0.834906,0.613515,0.638132,class1
0.899521,0.009208,0.507512,0.480215,0.424041,0.356071,0.803006,class1
0.178809,0.68544,0.790601,0.030725,0.538251,0.704732,0.164675,class1
0.781353,0.225126,0.169771,0.470695,0.821373,0.577926,0.649337,class1
0.79843,0.095872,0.549956,0.486773,0.364506,0.491509,0.682078,class1
0.917458,0.228061,0.468002,0.514097,1.001666,0.741712,0.676046,class1
-0.502897,0.987801,-0.067963,0.337106,0.143322,0.550844,-0.170083,class1
0.720288,0.210493,0.146587,0.177322,0.450646,0.639462,0.681962,class1
0.119086,0.070484,0.349842,0.80448,0.673584,0.081594,0.754232,class1
0.685465,0.427375,0.144732,0.373331,0.967749,0.051522,0.915881,class2
0.497932,0.782878,0.470782,0.728386,0.196619,0.76591,-0.043815,class1
0.072566,-0.065943,0.381105,0.713376,0.754611,0.24976,0.663672,class1
0.874913,0.721553,0.687409,0.21854,0.358158,0.574877,0.793057,class1
0.749058,0.210128,0.78711,0.649843,0.603993,0.221047,0.628697,class1
1.200433,-0.108802,0.660621,0.372545,0.032641,0.790377,0.194546,class1
1.22741,0.597123,0.25848,-0.351634,0.828286,0.631357,0.185193,class1
0.319125,0.743027,0.631566,0.675023,0.169453,0.883864,0.058944,class1
0.187747,0.668034,0.782409,0.003537,0.513486,0.76737,0.129273,class1
0.765862,0.278555,0.219926,0.397749,0.854969,0.646807,0.624935,class1
0.152409,0.689788,0.815583,-0.004703,0.53479,0.73935,0.14598,class1
0.952132,1.074332,0.380361,-0.090467,0.530592,-0.032568,-0.069117,class1
0.592327,0.094732,0.98196,0.430563,0.469878,0.252807,0.714343,class1
0.991019,-0.174854,1.789419,0.177281,-0.137896,0.542683,1.072143,class1
0.688272,0.254929,0.296662,0.510893,0.660651,0.675169,0.523549,class1
-0.29766,0.934356,0.913451,0.519733,0.325219,0.262378,0.352112,class1
0.735367,-0.015731,0.442425,0.635078,0.447215,0.30529,0.779597,class1
0.415583,0.421513,0.579786,0.253079,0.937071,-0.095304,0.786046,class2
-0.149072,-0.044635,1.112114,-0.283358,1.230817,-0.143851,1.694728,class2
0.155645,0.040308,0.376601,0.787418,0.711807,0.109657,0.760082,class1
0.157337,0.66578,0.778108,-0.032735,0.549035,0.736094,0.138904,class1
0.64213,1.015567,0.266789,0.316583,0.849508,0.309469,0.082492,class1
0.526473,0.338997,0.534882,0.302955,1.584463,0.15415,0.505584,class1
0.333497,0.725469,0.652282,0.653414,0.176538,0.916255,0.016516,class1
0.400097,0.271853,0.855905,0.421358,0.152237,0.166907,0.423075,class1
0.7937,0.256989,0.158319,0.424383,0.869347,0.623882,0.607351,class1
0.781481,0.929957,-0.120666,0.435061,0.647337,0.682354,0.253704,class1
0.762486,0.250271,0.329635,0.55004,0.897504,0.678385,0.691016,class1
0.765742,0.214,0.206545,0.448151,0.847838,0.610269,0.657906,class1
0.465797,0.263647,0.94509,0.65512,0.125153,0.471294,0.650521,class1
0.126731,0.702248,0.807268,0.012849,0.521727,0.757773,0.1377,class1
0.453584,0.919829,0.127934,0.401004,0.868272,0.518898,0.55892,class1
0.170461,0.6867,-0.191751,-0.157959,1.542464,-0.310945,0.504251,class1
0.767847,0.116094,0.548297,0.516669,0.317295,0.425624,0.704154,class1
0.640234,0.080574,0.535454,0.40107,0.406299,0.568889,0.720172,class1
0.358326,0.195094,0.447608,0.784131,0.221788,0.918713,0.475459,class1
0.910262,0.412561,0.216401,0.978713,0.366176,0.842265,0.863604,class2
0.640366,0.588335,0.326452,0.390287,1.103061,-0.067584,1.123916,class2
0.132453,0.113061,0.379452,0.704737,0.79443,0.133251,0.689762,class1
0.699135,0.869875,0.205282,0.326815,0.775141,0.280459,0.063637,class1
0.414293,0.294639,0.617468,0.495635,0.935706,0.342111,0.707539,class1
0.749007,0.175889,0.628308,0.533855,0.39548,0.445734,0.599718,class1
0.48026,0.313707,0.700081,0.665478,0.569073,0.850482,0.728399,class1
0.262285,-0.106368,1.807108,-0.135842,0.008148,-0.475456,0.31769,class1
0.027292,0.560879,0.221279,1.117214,0.219243,0.764005,0.734773,class1
0.402084,0.923724,0.267179,0.180684,0.935876,0.343702,0.747814,class1
0.484889,0.854298,0.091777,0.323102,0.914639,0.487348,0.628747,class1
1.060043,0.279458,0.648804,0.07147,0.04932,-0.685107,-0.246129,class1
0.653778,0.282063,0.090084,0.60132,0.745277,0.408871,0.732947,class1
0.413649,0.203359,0.414401,0.237862,0.871419,0.016722,0.617589,class2
0.058606,0.069891,0.461172,0.739928,0.655006,0.177447,0.65144,class1
0.102736,0.668217,0.796889,-0.011679,0.490112,0.735988,0.171934,class1
0.594549,0.574425,0.608159,0.302692,-0.188298,0.416236,0.604999,class1
0.206033,0.76127,0.80972,0.867553,0.655712,0.04974,0.926426,class1
0.755417,0.941747,1.096827,1.032852,-0.144357,0.582181,0.162726,class1
-0.024573,-0.502995,0.064388,0.441377,1.032314,0.130362,1.01396,class1
1.04871,0.123448,0.361746,0.553937,0.337526,0.400499,0.734337,class1
0.180287,0.299909,0.138865,1.051964,0.3852,0.575013,0.455871,class1
0.532434,0.251258,-0.015484,0.211575,1.080402,0.184081,1.021247,class2
0.258664,0.35367,0.399151,0.893605,0.465197,0.655618,0.508471,class1
0.814527,0.814484,0.146028,0.667022,0.06815,0.631073,0.219785,class2
-0.202375,0.702865,0.66337,0.494831,-0.073516,1.181184,1.006107,class1
0.836537,0.050446,0.582458,0.560049,0.348049,0.415599,0.668305,class1
0.529817,0.815021,0.028741,0.231793,0.926183,0.503181,0.518972,class1
0.23949,0.406077,0.337956,0.722064,0.353668,0.717183,0.417298,class1
0.646861,0.060234,0.044715,0.563519,0.780912,0.63636,0.510682,class1
0.114051,0.199172,1.16725,0.045105,-0.504178,-0.341361,-0.052534,class1
0.502686,0.670366,0.618632,0.390659,0.310406,0.345394,0.132426,class1
0.074493,0.659244,0.256227,0.613558,1.027304,0.953384,1.289097,class1
0.462297,0.531573,0.735595,0.699596,0.472341,0.263774,0.644575,class1
-0.441588,0.910403,0.286516,1.151495,1.00027,0.37905,0.789519,class2
0.289865,0.724329,0.628976,0.653451,0.156752,0.878303,0.02731,class1
0.641793,1.102676,0.127577,0.428788,0.906254,0.354469,0.164038,class1
0.888503,0.61127,0.395877,0.48864,0.266361,0.774498,0.916726,class1
0.735258,0.917178,0.41596,0.275604,0.769676,0.262163,-0.041064,class1
0.502303,0.104644,0.897969,0.018772,1.386444,0.936573,0.616099,class1
-0.128878,0.626797,0.544542,0.58424,0.382339,0.597463,0.163205,class1
0.186332,0.699154,0.795417,0.025312,0.440452,0.714023,0.22945,class1
0.54734,-0.004299,0.575567,0.497719,0.182414,0.224616,0.611514,class1
1.081587,0.417644,-0.105664,0.675978,1.832553,1.444767,-0.08809,class1
0.845818,0.100167,0.481173,0.499192,0.351874,0.410216,0.664358,class1
-0.916143,1.099153,0.11667,1.062925,-0.228453,1.292972,1.232631,class1
0.424,1.000985,0.087298,0.273799,0.91894,0.458285,0.555851,class1
0.774485,0.426142,0.316024,0.555162,0.874517,0.783906,0.748817,class1
0.276596,0.707189,0.635047,0.626103,0.20665,0.882661,-0.022694,class1
0.797765,0.310764,0.377245,0.443071,0.539642,0.50626,0.888067,class1
0.54034,0.815731,0.166139,0.447715,0.861432,0.58506,0.529216,class1
0.801144,0.109667,0.518775,0.526896,0.360326,0.442584,0.699577,class1
0.803846,0.173436,0.586643,0.465712,0.424712,0.515954,0.765038,class1
-0.308102,-0.020511,-0.090973,0.899673,0.908791,-0.151405,0.908736,class1
